id,company_name,website_url,headquarters_location,facility_size_sqft,certifications_held,primary_business_type,materials_handled,contact_email,contact_phone,key_personnel,year_established,thomasnet_profile_url,data_source,last_updated,completeness_status,confidence_level,data_provenance
772,Honeywell Intelligrated,,,,"[""CEMA Member""]",Conveyor Equipment Manufacturer,[],,,[],,,CEMA wp-json,2026-06-17 05:14:24,incomplete,partial,"{""company_name"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""primary_business_type"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""certifications_held"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}}"
773,ISC Industrial Manufacturing,,,,"[""CEMA Member""]",Conveyor Equipment Manufacturer,[],,,[],,,CEMA wp-json,2026-06-17 05:14:24,incomplete,partial,"{""company_name"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""primary_business_type"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""certifications_held"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}}"
774,"Industrial Kinetics, Inc",https://www.iki.com,"2535 Curtiss St., Downers Grove, IL 60515",,"[""CEMA Member""]",Conveyor Equipment Manufacturer,[],ikiinfo@iki.com,630-655-0300,[],1969,,CEMA wp-json,2026-06-17 05:14:24,incomplete,partial,"{""company_name"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""website_url"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""primary_business_type"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""certifications_held"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}}"
775,"Hytrol Conveyor Company, Inc",https://www.hytrol.com,,,"[""CEMA Member""]",Conveyor Equipment Manufacturer,"[""Plastic""]",,+1,[],1970,,CEMA wp-json,2026-06-17 05:14:24,incomplete,partial,"{""company_name"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""website_url"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""primary_business_type"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""certifications_held"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""materials_handled"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}}"
776,"SENQCIA MAXCO, Ltd",,,,"[""CEMA Member""]",Conveyor Equipment Manufacturer,[],,,[],,,CEMA wp-json,2026-06-17 05:14:24,incomplete,partial,"{""company_name"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""primary_business_type"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""certifications_held"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}}"
777,Frantz Manufacturing Company,https://www.frantz-mfg.com,,,"[""CEMA Member""]",Conveyor Equipment Manufacturer,[],,1801716357,[],,,CEMA wp-json,2026-06-17 05:14:24,incomplete,partial,"{""company_name"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""website_url"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""primary_business_type"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""certifications_held"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}}"
778,Syntron Material Handling,,,,"[""CEMA Member""]",Conveyor Equipment Manufacturer,[],,,[],,,CEMA wp-json,2026-06-17 05:14:24,incomplete,partial,"{""company_name"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""primary_business_type"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""certifications_held"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}}"
779,"Flow-Turn, Inc",https://www.flow-turn.com,,,"[""CEMA Member""]",Conveyor Equipment Manufacturer,[],,,[],,,CEMA wp-json,2026-06-17 05:14:24,incomplete,partial,"{""company_name"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""website_url"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""primary_business_type"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""certifications_held"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}}"
780,Flexco,https://www.flexco.com,,,"[""CEMA Member""]",Conveyor Equipment Manufacturer,[],,,[],,,CEMA wp-json,2026-06-17 05:14:24,incomplete,partial,"{""company_name"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""website_url"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""primary_business_type"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""certifications_held"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}}"
781,Fenner Dunlop Conveyor Belting,https://fennerdunlopamericas.com/,,,"[""CEMA Member""]",Conveyor Equipment Manufacturer,[],,16056444995,[],,,CEMA wp-json,2026-06-17 05:14:24,incomplete,partial,"{""company_name"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""website_url"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""primary_business_type"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""certifications_held"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}}"
782,Eriez Magnetics,https://www.eriez.com,"Frankfurt, DE",,"[""CEMA Member""]",Conveyor Equipment Manufacturer,"[""Plastic""]",,,[],1942,,CEMA wp-json,2026-06-17 05:14:24,incomplete,partial,"{""company_name"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""website_url"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""primary_business_type"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""certifications_held"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""materials_handled"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}}"
783,"Regal Beloit America, Inc",,,,"[""CEMA Member""]",Conveyor Equipment Manufacturer,[],,,[],,,CEMA wp-json,2026-06-17 05:14:24,incomplete,partial,"{""company_name"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""primary_business_type"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""certifications_held"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}}"
784,Douglas | Rulmeca,https://www.douglasmanufacturing.com/pulleys/,"Park Drive Pell City, AL",,"[""CEMA Member""]",Conveyor Equipment Manufacturer,[],,17138045395,[],,,CEMA wp-json,2026-06-17 05:14:24,verified,verified,"{""company_name"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""website_url"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""headquarters_location"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""primary_business_type"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""contact_phone"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""certifications_held"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}}"
785,Dorris Gear Drives,https://www.dorrisco.com,"Malyn Blvd. Fraser, MI",,"[""CEMA Member""]",Conveyor Equipment Manufacturer,[],sales@dorrisco.com,586-293-5260,[],,,CEMA wp-json,2026-06-17 05:14:24,incomplete,partial,"{""company_name"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""website_url"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""primary_business_type"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""certifications_held"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}}"
786,Dematic Corp,https://www.dematic.com,,,"[""CEMA Member""]",Conveyor Equipment Manufacturer,[],,,[],1924,,CEMA wp-json,2026-06-17 05:14:24,incomplete,partial,"{""company_name"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""website_url"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""primary_business_type"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""certifications_held"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}}"
787,"Conveyors, Incorporated",https://www.conveyorsinc.net,"Mansfield, Texas","100,000","[""CEMA Member""]",Conveyor Equipment Manufacturer,[],,1491788025,[],1974,,CEMA wp-json,2026-06-17 05:14:24,incomplete,partial,"{""company_name"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""website_url"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""primary_business_type"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""certifications_held"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}}"
788,Conveyor Components Company,https://www.conveyorcomponents.com,Not provided,Not provided,"[""CEMA Member""]",Conveyor Equipment Manufacturer,[],Not provided,Not provided,[],,,CEMA wp-json,2026-06-17 05:14:24,incomplete,partial,"{""company_name"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""website_url"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""primary_business_type"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""certifications_held"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}}"
789,Conveyance Solutions by Continental,https://www.continentalscrew.com,,,"[""CEMA Member""]",Conveyor Equipment Manufacturer,[],,,[],1924,,CEMA wp-json,2026-06-17 05:14:24,incomplete,partial,"{""company_name"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""website_url"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""primary_business_type"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""certifications_held"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}}"
790,The Timken Company,,,,"[""CEMA Member""]",Conveyor Equipment Manufacturer,[],,,[],,,CEMA wp-json,2026-06-17 05:14:24,incomplete,partial,"{""company_name"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""primary_business_type"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""certifications_held"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}}"
791,"Wynright, A Daifuku Webb Company",https://www.wynrightproducts.com/products/conveyor/#belt,"Sioux Falls, South Dakota",,"[""CEMA Member""]",Conveyor Equipment Manufacturer,[],,,[],,,CEMA wp-json,2026-06-17 05:14:24,incomplete,partial,"{""company_name"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""website_url"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""primary_business_type"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""certifications_held"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}}"
792,"Automated Conveyor Systems, Inc",https://www.automatedconveyors.com/,"West Memphis, AR",,"[""CEMA Member""]",Conveyor Equipment Manufacturer,[],,+18707325050,[],1973,,CEMA wp-json,2026-06-17 05:14:24,incomplete,partial,"{""company_name"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""website_url"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""primary_business_type"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""certifications_held"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}}"
793,ASGCO “Complete Conveyor Solutions”,,,,"[""CEMA Member""]",Conveyor Equipment Manufacturer,[],,,[],,,CEMA wp-json,2026-06-17 05:14:24,incomplete,partial,"{""company_name"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""primary_business_type"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""certifications_held"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}}"
794,Argonics Inc,,,,"[""CEMA Member""]",Conveyor Equipment Manufacturer,[],,,[],,,CEMA wp-json,2026-06-17 05:14:24,incomplete,partial,"{""company_name"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""primary_business_type"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""certifications_held"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}}"
795,"Arch Environmental Equipment, Inc",,,,"[""CEMA Member""]",Conveyor Equipment Manufacturer,[],,,[],,,CEMA wp-json,2026-06-17 05:14:24,incomplete,partial,"{""company_name"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""primary_business_type"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""certifications_held"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}}"
796,"American Roller, SA de C.V",,,,"[""CEMA Member""]",Conveyor Equipment Manufacturer,[],,,[],,,CEMA wp-json,2026-06-17 05:14:24,incomplete,partial,"{""company_name"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""primary_business_type"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""certifications_held"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}}"
798,404 - Page Not Found,https://www.nationalboard.org/,,,"[""NBIC R Stamp""]",Pressure Equipment Repair,[],,,[],,,NBIC-R-Stamp,2026-06-17 05:14:20,incomplete,partial,"{""company_name"": {""source"": ""NBIC-R-Stamp"", ""date"": ""2026-06-17""}, ""website_url"": {""source"": ""NBIC-R-Stamp"", ""date"": ""2026-06-17""}, ""primary_business_type"": {""source"": ""NBIC-R-Stamp"", ""date"": ""2026-06-17""}, ""certifications_held"": {""source"": ""NBIC-R-Stamp"", ""date"": ""2026-06-17""}}"
930,Mid South Steam Boiler Engineering CO INC,,"Van Buren, AR",,[],,[],,,[],,https://www.thomasnet.com/company/mid-south-steam-boiler-engineering-co-inc-1308761/profile,Thomasnet:asme-code-pressure-vessels:arkansas,2026-06-17 03:48:40,incomplete,partial,{}
931,"Lexicon, Inc",,"Little Rock, AR",,[],,[],,,[],,https://www.thomasnet.com/company/lexicon-inc-30982009/profile,Thomasnet:asme-code-pressure-vessels:arkansas,2026-06-17 03:48:40,incomplete,partial,{}
932,Amsco Conveyor Systems,,"Pine Bluff, AR",,[],,[],,,[],,https://www.thomasnet.com/company/amsco-conveyor-systems-1244425/profile,Thomasnet:asme-code-pressure-vessels:arkansas,2026-06-17 03:43:20,incomplete,partial,{}
933,Alair,,"Jacksonville, AR",,[],,[],,,[],,https://www.thomasnet.com/company/alair-460492/profile,Thomasnet:asme-code-pressure-vessels:arkansas,2026-06-17 03:43:20,incomplete,partial,{}
934,Halgo INC,,"Little Rock, AR",,[],,[],,,[],,https://www.thomasnet.com/company/halgo-inc-1274804/profile,Thomasnet:asme-code-pressure-vessels:arkansas,2026-06-17 03:43:20,incomplete,partial,{}
936,"Springs Fabrication, Inc",,"Colorado Springs, CO",,[],,[],,,[],,https://www.thomasnet.com/company/springs-fabrication-inc-10043588/profile,Thomasnet:asme-code-pressure-vessels:colorado,2026-06-17 03:43:20,incomplete,partial,{}
937,"Bentley Welding, Inc",,"Greeley, CO",,[],,[],,,[],,https://www.thomasnet.com/company/bentley-welding-inc-30933519/profile,Thomasnet:asme-code-pressure-vessels:colorado,2026-06-17 03:43:20,incomplete,partial,{}
938,Precision Pipe Vessel LLC,,"Commerce City, CO",,[],,[],,,[],,https://www.thomasnet.com/company/precision-pipe-vessel-llc-10099363/profile,Thomasnet:asme-code-pressure-vessels:colorado,2026-06-17 03:43:20,incomplete,partial,{}
939,St Louis Pipe Supply,,"Denver, CO",,[],,[],,,[],,https://www.thomasnet.com/company/st-louis-pipe-supply-10033890/profile,Thomasnet:asme-code-pressure-vessels:colorado,2026-06-17 03:43:20,incomplete,partial,{}
941,Longero INC,,"Denver, CO",,[],,[],,,[],,https://www.thomasnet.com/company/longero-inc-1189043/profile,Thomasnet:asme-code-pressure-vessels:colorado,2026-06-17 03:43:20,incomplete,partial,{}
942,Castle Welding & Inspection,,"Lakewood, CO",,[],,[],,,[],,https://www.thomasnet.com/company/castle-welding-inspection-30826740/profile,Thomasnet:asme-code-pressure-vessels:colorado,2026-06-17 03:43:20,incomplete,partial,{}
943,Western Steel Boiler CO,,"Denver, CO",,[],,[],,,[],,https://www.thomasnet.com/company/western-steel-boiler-co-10041728/profile,Thomasnet:asme-code-pressure-vessels:colorado,2026-06-17 03:43:20,incomplete,partial,{}
946,Denver Mineral Engineers INC,,"Littleton, CO",,[],,[],,,[],,https://www.thomasnet.com/company/denver-mineral-engineers-inc-1234664/profile,Thomasnet:asme-code-pressure-vessels:colorado,2026-06-17 03:43:20,incomplete,partial,{}
947,Leed Fabrication Services,,"Brighton, CO",,[],,[],,,[],,https://www.thomasnet.com/company/leed-fabrication-services-10079393/profile,Thomasnet:asme-code-pressure-vessels:colorado,2026-06-17 03:43:20,incomplete,partial,{}
948,"Apex Piping Systems, Inc",,"Newport, DE",,[],,[],,,[],,https://www.thomasnet.com/company/apex-piping-systems-inc-142449/profile,Thomasnet:asme-code-pressure-vessels:delaware,2026-06-17 03:43:20,incomplete,partial,{}
949,"Graver Technologies, LLC",,"Glasgow, DE",,[],,[],,,[],,https://www.thomasnet.com/company/graver-technologies-llc-1029540/profile,Thomasnet:asme-code-pressure-vessels:delaware,2026-06-17 03:43:20,incomplete,partial,{}
950,Supercritical Fluid Technologies INC,,"Newark, DE",,[],,[],,,[],,https://www.thomasnet.com/company/supercritical-fluid-technologies-inc-20077764/profile,Thomasnet:asme-code-pressure-vessels:delaware,2026-06-17 03:43:20,incomplete,partial,{}
951,Reynolds Culligan,,"West Reading, PA",,[],,[],,,[],,https://www.thomasnet.com/company/reynolds-culligan-144207/profile,Thomasnet:frp-tanks:maryland,2026-06-17 04:05:15,incomplete,partial,{}
953,Allied Steel Products Corp,,"Newport, DE",,[],,[],,,[],,https://www.thomasnet.com/company/allied-steel-products-corp-10096218/profile,Thomasnet:asme-code-pressure-vessels:delaware,2026-06-17 03:43:20,incomplete,partial,{}
954,Sheet Metal Contracting CO INC,,"Bear, DE",,[],,[],,,[],,https://www.thomasnet.com/company/sheet-metal-contracting-co-inc-135297/profile,Thomasnet:asme-code-pressure-vessels:delaware,2026-06-17 03:43:20,incomplete,partial,{}
955,"JFD Tube & Coil Products, Inc",,"Hamden, CT",,[],,[],,,[],,https://www.thomasnet.com/company/jfd-tube-coil-products-inc-473727/profile,Thomasnet:asme-code-pressure-vessels:connecticut,2026-06-17 03:43:22,incomplete,partial,{}
956,F.W. Webb Company,,"Hartford, CT",,[],,[],,,[],,https://www.thomasnet.com/company/f-w-webb-company-400881/profile,Thomasnet:frp-tanks:connecticut,2026-06-17 03:44:06,incomplete,partial,{}
957,Isun International Group,,"East Berlin, CT",,[],,[],,,[],,https://www.thomasnet.com/company/isun-international-group-1305390/profile,Thomasnet:asme-code-pressure-vessels:connecticut,2026-06-17 03:43:22,incomplete,partial,{}
960,M M Welding INC,,"Hippo, KY",,[],,[],,,[],,https://www.thomasnet.com/company/m-m-welding-inc-10023921/profile,Thomasnet:asme-code-pressure-vessels:kentucky,2026-06-17 04:02:59,incomplete,partial,{}
961,Eaton Crouse-Hinds Division,,"Williamsport, MD",,[],,[],,,[],,https://www.thomasnet.com/company/eaton-crouse-hinds-division-834094/profile,Thomasnet:asme-code-pressure-vessels:maryland,2026-06-17 04:03:13,incomplete,partial,{}
962,Recor Welding CO INC,,"New Britain, CT",,[],,[],,,[],,https://www.thomasnet.com/company/recor-welding-co-inc-1309459/profile,Thomasnet:asme-code-pressure-vessels:connecticut,2026-06-17 03:43:22,incomplete,partial,{}
963,Naugatuck Manufacturing Company INC,,"Waterbury, CT",,[],,[],,,[],,https://www.thomasnet.com/company/naugatuck-manufacturing-company-inc-10027512/profile,Thomasnet:asme-code-pressure-vessels:connecticut,2026-06-17 03:43:22,incomplete,partial,{}
964,Gas Equipment Engineering Corporation,,"Milford, CT",,[],,[],,,[],,https://www.thomasnet.com/company/gas-equipment-engineering-corporation-467819/profile,Thomasnet:asme-code-pressure-vessels:connecticut,2026-06-17 03:43:22,incomplete,partial,{}
965,Q Labtech LLC,,"Waterford, CT",,[],,[],,,[],,https://www.thomasnet.com/company/q-labtech-llc-30388425/profile,Thomasnet:asme-code-pressure-vessels:connecticut,2026-06-17 03:43:22,incomplete,partial,{}
967,"Johnstone Company, Inc",,"North Haven, CT",,[],,[],,,[],,https://www.thomasnet.com/company/johnstone-company-inc-10098628/profile,Thomasnet:asme-code-pressure-vessels:connecticut,2026-06-17 03:43:22,incomplete,partial,{}
968,"T.J. Banisch, LLC",,"Madison, CT",,[],,[],,,[],,https://www.thomasnet.com/company/t-j-banisch-llc-10108078/profile,Thomasnet:asme-code-pressure-vessels:connecticut,2026-06-17 03:43:22,incomplete,partial,{}
970,The Halvorsen Co,https://www.halvorsenusa.com/,"Garfield Heights, OH 44125",,"[""ASME"", ""ASME-certified"", ""ASTM""]",Custom Manufacturer,"[""Alloy"", ""Alloy Plate"", ""Steel""]",,800-423-7080,"[""Project Manager"", ""Purchasing Manager""]",1955,https://www.thomasnet.com/suppliers/northern-ohio/all-cities/asme-code-pressure-vessels-91721100,Thomasnet,2026-06-17 04:51:31,verified,partial,"{""company_name"": {""source"": ""Thomasnet"", ""date"": ""2026-06-17""}, ""website_url"": {""source"": ""Thomasnet"", ""date"": ""2026-06-17""}, ""headquarters_location"": {""source"": ""Thomasnet"", ""date"": ""2026-06-17""}, ""facility_size_sqft"": {""source"": ""Thomasnet"", ""date"": ""2026-06-17""}, ""primary_business_type"": {""source"": ""Thomasnet"", ""date"": ""2026-06-17""}, ""contact_email"": {""source"": ""Thomasnet"", ""date"": ""2026-06-17""}, ""contact_phone"": {""source"": ""Thomasnet"", ""date"": ""2026-06-17""}, ""year_established"": {""source"": ""Thomasnet"", ""date"": ""2026-06-17""}, ""thomasnet_profile_url"": {""source"": ""Thomasnet"", ""date"": ""2026-06-17""}, ""certifications_held"": {""source"": ""Thomasnet"", ""date"": ""2026-06-17""}, ""materials_handled"": {""source"": ""Thomasnet"", ""date"": ""2026-06-17""}, ""key_personnel"": {""source"": ""Thomasnet"", ""date"": ""2026-06-17""}}"
971,C.P. Eakes Co,,"Greensboro, NC",,[],,[],,,[],,https://www.thomasnet.com/company/c-p-eakes-co-1059207/profile,Thomasnet:asme-code-pressure-vessels:georgia,2026-06-17 03:43:28,incomplete,partial,{}
972,Factory Tour,,"Millville, NJ",,[],,[],,,[],,https://www.thomasnet.com/company/aluminox-welding-services-llc-30994284/profile,Thomasnet:stainless-steel-tanks:maryland,2026-06-17 04:05:05,incomplete,partial,{}
973,Southgate Process Equipment Inc,,"Canton, GA",,[],,[],,,[],,https://www.thomasnet.com/company/southgate-process-equipment-inc-30501728/profile,Thomasnet:asme-code-pressure-vessels:georgia,2026-06-17 03:43:28,incomplete,partial,{}
974,Savanah Tank Equipment Corp,,"Savannah, GA",,[],,[],,,[],,https://www.thomasnet.com/company/savanah-tank-equipment-corp-30976632/profile,Thomasnet:asme-code-pressure-vessels:georgia,2026-06-17 03:43:28,incomplete,partial,{}
975,Sigma Manufacturing,,"Marietta, GA",,[],,[],,,[],,https://www.thomasnet.com/company/sigma-manufacturing-30852999/profile,Thomasnet:asme-code-pressure-vessels:georgia,2026-06-17 03:43:28,incomplete,partial,{}
976,Bitzer US Inc,,"Flowery Branch, GA",,[],,[],,,[],,https://www.thomasnet.com/company/bitzer-us-inc-20084528/profile,Thomasnet:asme-code-pressure-vessels:georgia,2026-06-17 03:43:28,incomplete,partial,{}
977,ROSS Mixers,,"Savannah, GA",,[],,[],,,[],,https://www.thomasnet.com/company/ross-mixers-444838/profile,Thomasnet:stainless-steel-tanks:georgia,2026-06-17 03:43:54,incomplete,partial,{}
980,Crosslink Products CO INC,,"Emerson, GA",,[],,[],,,[],,https://www.thomasnet.com/company/crosslink-products-co-inc-1150901/profile,Thomasnet:asme-code-pressure-vessels:georgia,2026-06-17 03:43:28,incomplete,partial,{}
981,National Boiler Service INC,,"Trenton, GA",,[],,[],,,[],,https://www.thomasnet.com/company/national-boiler-service-inc-30715507/profile,Thomasnet:asme-code-pressure-vessels:georgia,2026-06-17 03:43:28,incomplete,partial,{}
982,"Munroe, Inc",,"Ringgold, GA",,[],,[],,,[],,https://www.thomasnet.com/company/munroe-inc-1006774/profile,Thomasnet:asme-code-pressure-vessels:georgia,2026-06-17 03:43:28,incomplete,partial,{}
984,Chart Industries,,"Ball Ground, GA",,[],,[],,,[],,https://www.thomasnet.com/company/chart-industries-10026385/profile,Thomasnet:asme-code-pressure-vessels:georgia,2026-06-17 03:43:28,incomplete,partial,{}
985,Carbo Tech,,"Monroe, GA",,[],,[],,,[],,https://www.thomasnet.com/company/carbo-tech-10098200/profile,Thomasnet:asme-code-pressure-vessels:georgia,2026-06-17 03:43:28,incomplete,partial,{}
987,"Modern Welding Co. of Kentucky, Inc",,"Elizabethtown, KY",,[],,[],,,[],,https://www.thomasnet.com/company/modern-welding-co-of-kentucky-inc-1083777/profile,Thomasnet:asme-code-pressure-vessels:kentucky,2026-06-17 04:02:59,incomplete,partial,{}
988,Industrial Metalworks INC,,"Savannah, GA",,[],,[],,,[],,https://www.thomasnet.com/company/industrial-metalworks-inc-23976/profile,Thomasnet:asme-code-pressure-vessels:georgia,2026-06-17 03:43:28,incomplete,partial,{}
989,Advanced Vessel Alloy,,"Valdosta, GA",,[],,[],,,[],,https://www.thomasnet.com/company/advanced-vessel-alloy-977909/profile,Thomasnet:asme-code-pressure-vessels:georgia,2026-06-17 03:43:28,incomplete,partial,{}
990,American Alloy Fabricators,,"Norristown, PA",,[],,[],,,[],,https://www.thomasnet.com/company/american-alloy-fabricators-585677/profile,Thomasnet:asme-code-pressure-vessels:maryland,2026-06-17 04:03:13,incomplete,partial,{}
991,Air Compressor Works,,"Riviera Beach, FL",,[],,[],,,[],,https://www.thomasnet.com/company/air-compressor-works-958849/profile,Thomasnet:asme-code-pressure-vessels:florida,2026-06-17 03:43:30,incomplete,partial,{}
992,"Tekna Manufacturing, LLC",,"Zephyrhills, FL",,[],,[],,,[],,https://www.thomasnet.com/company/tekna-manufacturing-llc-30830302/profile,Thomasnet:asme-code-pressure-vessels:florida,2026-06-17 03:43:30,incomplete,partial,{}
993,Industrial Plastic Systems,,"Lakeland, FL",,[],,[],,,[],,https://www.thomasnet.com/company/industrial-plastic-systems-811876/profile,Thomasnet:asme-code-pressure-vessels:florida,2026-06-17 03:43:30,incomplete,partial,{}
994,"Kinequip, Inc",,"Cocoa, FL",,[],,[],,,[],,https://www.thomasnet.com/company/kinequip-inc-379292/profile,Thomasnet:asme-code-pressure-vessels:florida,2026-06-17 03:43:30,incomplete,partial,{}
995,"Metalcraft Services of Tampa, LLC",,"Tampa, FL",,[],,[],,,[],,https://www.thomasnet.com/company/metalcraft-services-of-tampa-llc-30163570/profile,Thomasnet:asme-code-pressure-vessels:florida,2026-06-17 03:43:30,incomplete,partial,{}
996,"Aerex Industries, Inc",,"Fort Pierce, FL",,[],,[],,,[],,https://www.thomasnet.com/company/aerex-industries-inc-30828521/profile,Thomasnet:asme-code-pressure-vessels:florida,2026-06-17 03:43:30,incomplete,partial,{}
997,Reverse Osmosis of South Florida,,"Fort Lauderdale, FL",,[],,[],,,[],,https://www.thomasnet.com/company/reverse-osmosis-of-south-florida-762792/profile,Thomasnet:asme-code-pressure-vessels:florida,2026-06-17 03:43:30,incomplete,partial,{}
998,Dixie Southern,,"Duette, FL",,[],,[],,,[],,https://www.thomasnet.com/company/dixie-southern-811584/profile,Thomasnet:asme-code-pressure-vessels:florida,2026-06-17 03:43:30,incomplete,partial,{}
999,Daico Water Management,,"Valrico, FL",,[],,[],,,[],,https://www.thomasnet.com/company/daico-water-management-982323/profile,Thomasnet:asme-code-pressure-vessels:florida,2026-06-17 03:43:30,incomplete,partial,{}
