id,company_name,website_url,headquarters_location,facility_size_sqft,certifications_held,primary_business_type,materials_handled,contact_email,contact_phone,key_personnel,year_established,thomasnet_profile_url,data_source,last_updated,completeness_status,confidence_level,data_provenance
454,Ward Vessel & Exchanger Corp. (Charlotte)'s website,https://www.wardvesselandexchanger.com/,"Columbia, SC",,"[""ASME"", ""ASME (American Society of Mechanical Engineers)"", ""ASME Code"", ""ASME Code Section VIII, Division 1"", ""ASME Code: Section VIII, Division 1"", ""American Society of Mechanical Engineers (ASME)"", ""LCA"", ""LCA (Louisiana Chemical Association)"", ""Louisiana Chemical Association (LCA)"", ""MTI"", ""MTI (Materials Technology Institute)"", ""Materials Technology Institute (MTI)"", ""STI/SPFA"", ""STI/SPFA (Steel Tank Institute/Steel Plate Fabricators Association)"", ""STI/SPFA Member"", ""Steel Tank Institute/Steel Plate Fabricators Association (STI/SPFA)"", ""TCC"", ""TCC (Texas Chemical Council)"", ""TEMA"", ""TEMA (Tubular Exchanger Manufacturers Association)"", ""Texas Chemical Council (TCC)"", ""Tubular Exchanger Manufacturers Association (TEMA)""]",Steel Tank / Pipe Fabricator,"[""Carbon Steel"", ""Chemical"", ""Food/Beverage"", ""Pharmaceutical"", ""Power"", ""Pressure vessels"", ""Pulp/Paper"", ""Pure Water"", ""Refinery"", ""Shell and tube heat exchangers"", ""Steel"", ""chemical"", ""food/beverage"", ""food/beverage industry"", ""pharmaceutical"", ""pharmaceutical industry"", ""power"", ""power industry"", ""process equipment for the chemical industry"", ""pulp/paper"", ""pulp/paper industry"", ""pure water"", ""pure water industry"", ""refinery"", ""refinery industry""]",,205-345-5335,"[""Mike Pischke""]",,,STI-SPFA,2026-06-17 05:10:02,verified,verified,"{""company_name"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""website_url"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""headquarters_location"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""primary_business_type"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""contact_phone"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""certifications_held"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""materials_handled"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""key_personnel"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}}"
458,"American Spiralweld Pipe Company, LLC (Columbia)'s website",https://www.american-usa.com/products/spiral-welded-steel-pipe,United States,,"[""ASTM A1097"", ""ASTM A139"", ""ASTM A252"", ""AWWA C200"", ""STI/SPFA Member""]",Steel Tank / Pipe Fabricator,"[""Carbon Steel"", ""Steel"", ""Steel pipe""]",Not provided,913-645-9140,[],,,STI-SPFA,2026-06-17 04:31:16,verified,verified,"{""company_name"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""website_url"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""headquarters_location"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""facility_size_sqft"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""primary_business_type"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""contact_email"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""contact_phone"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""year_established"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""certifications_held"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""materials_handled"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}}"
469,Samuel Pressure Vessel Group's website,http://www.samuelpressurevesselgroup.com/,"Sioux Falls, SD",,"[""STI/SPFA Member""]",Steel Tank / Pipe Fabricator,"[""Aluminum"", ""Carbon Steel"", ""Steel""]",Not provided,17157804614,[],1855,,STI-SPFA,2026-06-17 04:31:16,verified,verified,"{""company_name"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""website_url"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""headquarters_location"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""facility_size_sqft"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""primary_business_type"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""contact_email"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""contact_phone"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""year_established"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""certifications_held"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""materials_handled"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}}"
471,Maguire's website,https://maguirewater.com/,"Pine Bluff, AR",,"[""STI/SPFA Member""]",Steel Tank / Pipe Fabricator,"[""Carbon Steel"", ""Conveyor Belts"", ""Steel"", ""Steel Cord Belts"", ""Textile Belts""]",,,[],,,STI-SPFA,2026-06-17 04:42:27,verified,verified,"{""company_name"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""website_url"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""headquarters_location"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""facility_size_sqft"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""primary_business_type"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""contact_email"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""contact_phone"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""year_established"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""certifications_held"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""materials_handled"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}}"
611,NSK Corporation,https://www.nsk.com/products/bearing-units/ball-bearing-units/,"Goss Road Ann Arbor, MI",,"[""CEMA Member""]",Conveyor Equipment Manufacturer,[],fabiana.maggico@nsk.com,17234966657,[],,,CEMA wp-json,2026-06-17 05:14:18,verified,verified,"{""company_name"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""website_url"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""headquarters_location"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""primary_business_type"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""contact_email"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""contact_phone"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""certifications_held"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}}"
612,OMCO SUMO,https://omcosumo.com/solutions/bearings/,"Armour Road Oconomowoc, WI",,"[""CEMA Member""]",Conveyor Equipment Manufacturer,[],info@omcosumo.com,17223658872,[],,,CEMA wp-json,2026-06-17 05:14:18,verified,verified,"{""company_name"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""website_url"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""headquarters_location"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""primary_business_type"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""contact_email"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""contact_phone"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""certifications_held"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}}"
613,"STASSKOL, Inc",https://www.stasskol.de/en/mixer-seals-sdf-series/,"East Summitry Circle Katy, TX",,"[""CEMA Member""]",Conveyor Equipment Manufacturer,[],info@stasskol.de,17163256163,[],,,CEMA wp-json,2026-06-17 05:14:18,verified,verified,"{""company_name"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""website_url"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""headquarters_location"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""primary_business_type"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""contact_phone"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""certifications_held"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}}"
614,CinchSeal Rotary Shaft Seals,https://cinchseal.com/product/airless-rotary-face-seal/,"Cherry Hill, NJ",,"[""CEMA Member""]",Conveyor Equipment Manufacturer,[],,17138213501,[],,,CEMA wp-json,2026-06-17 05:14:18,verified,verified,"{""company_name"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""website_url"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""headquarters_location"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""primary_business_type"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""contact_phone"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""certifications_held"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}}"
615,Russell Conveyor and Equipment,https://www.russellconveyor.com/,"Elkin, NC",,"[""CEMA Member""]",Conveyor Equipment Manufacturer,[],edrussell@russellconveyor.com,336-526-3014,[],,,CEMA wp-json,2026-06-17 05:14:18,verified,verified,"{""company_name"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""website_url"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""headquarters_location"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""primary_business_type"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""contact_email"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""contact_phone"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""certifications_held"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}}"
617,Proposed Template Profile Page,https://www.materialhandlingtech.com/solutions/conveyor-sortation-systems/,"Drive Morrisville, NC",,"[""CEMA Member""]",Conveyor Equipment Manufacturer,[],,17138859821,[],,,CEMA wp-json,2026-06-17 05:14:18,verified,verified,"{""company_name"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""website_url"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""headquarters_location"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""primary_business_type"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""contact_phone"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""certifications_held"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}}"
618,Safari Belting Systems,https://www.safaribelting.com/,"Olathe, KS",,"[""CEMA Member""]",Conveyor Equipment Manufacturer,"[""Plastic""]",info@safaribelting.com,(888) 662-6611,[],2005,,CEMA wp-json,2026-06-17 05:14:18,verified,verified,"{""company_name"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""website_url"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""headquarters_location"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""primary_business_type"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""certifications_held"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""materials_handled"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}}"
649,Mantis Conveyor Products,https://mantis-mfg.com/product-category/trough-assemblies/,"Riverbend Place Claremont, NH",,"[""CEMA Member""]",Conveyor Equipment Manufacturer,[],,17187298763,[],1978,,CEMA wp-json,2026-06-17 05:14:18,verified,verified,"{""company_name"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""website_url"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""headquarters_location"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""primary_business_type"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""contact_phone"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""certifications_held"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}}"
653,BASTIAN SOLUTIONS,,"Floor Second Floor Carmel, IN",,"[""CEMA Member""]",Conveyor Equipment Manufacturer,[],,17238223777,[],,,CEMA wp-json,2026-06-17 05:14:18,verified,verified,"{""company_name"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""headquarters_location"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""primary_business_type"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""contact_phone"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""certifications_held"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}}"
697,"KWS Manufacturing Company, LTD",https://www.kwsmfg.com,"Burleson, TX","125,000","[""CEMA Member""]",Conveyor Equipment Manufacturer,[],,,[],1919,,CEMA wp-json,2026-06-17 05:14:18,verified,verified,"{""company_name"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""website_url"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""headquarters_location"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""primary_business_type"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""certifications_held"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}}"
708,3030 M Street,http://spartaninc.net/,"Bakersfield, CA",,"[""ASME"", ""DOE"", ""HAF-604"", ""NUPIC"", ""STI/SPFA Member""]",Steel Tank / Pipe Fabricator,"[""Carbon Steel"", ""Corrosion resistant alloys"", ""Custom Fabrication"", ""Custom fabrication"", ""Custom shop storage tanks"", ""Fabrication"", ""Field Erected Tanks"", ""Field erected tanks"", ""Fireguard Fuel Tanks"", ""GEN-TANKS"", ""Installation"", ""Maintenance"", ""Piping Design"", ""Piping design"", ""Piping design and installation"", ""Pressure Vessels"", ""Pressure vessels"", ""Radioactive materials"", ""Repair"", ""Repair and maintenance"", ""Shop Storage Tanks"", ""Shop storage tanks"", ""Steel"", ""custom fabrication"", ""field erected tanks"", ""installation"", ""maintenance"", ""pipes"", ""piping design"", ""pressure vessels"", ""repair"", ""shop storage tank"", ""shop storage tanks"", ""storage tanks""]",,661-327-1205,[],,,STI-SPFA,2026-06-17 05:01:47,verified,verified,"{""company_name"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""website_url"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""headquarters_location"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""primary_business_type"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""contact_phone"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""year_established"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""certifications_held"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""materials_handled"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}}"
713,570 East 7th Street,https://www.morbros.com/,"Dubuque, IA",,"[""STI/SPFA Member"", ""UL 2583""]",Steel Tank / Pipe Fabricator,"[""Carbon Steel"", ""Fuel storage components"", ""Steel""]",,563-583-5701,"[""Not specified""]",,,STI-SPFA,2026-06-17 04:31:16,verified,verified,"{""company_name"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""website_url"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""headquarters_location"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""facility_size_sqft"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""primary_business_type"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""contact_email"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""contact_phone"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""year_established"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""certifications_held"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""materials_handled"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""key_personnel"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}}"
716,View Email,"https://members.stispfa.org/members/secure-contact?customerId=b10cf0d7-d0b0-4479-859b-fb0b7e6cd461 ""View Email""","Maumee, OH",,"[""STI/SPFA Member""]",Steel Tank / Pipe Fabricator,"[""Carbon Steel"", ""Steel""]",,,[],,,STI-SPFA,2026-06-17 04:59:28,verified,verified,"{""company_name"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""website_url"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""headquarters_location"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""primary_business_type"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""certifications_held"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""materials_handled"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}}"
719,42146 U.S. 290 Business,https://www.daytank.com/,"Waller, TX",,"[""EGSA"", ""STI/SPFA Member"", ""Underwriters Labs""]",Steel Tank / Pipe Fabricator,"[""Automatic Day Tanks"", ""Carbon Steel"", ""Day Tanks"", ""Economy Automatic Day Tanks"", ""Enclosures"", ""Fuel"", ""Fuel Tanks"", ""Generator Base Tanks"", ""Meter Panels"", ""Pump Sets"", ""Secondary Containment Day Tanks"", ""Steel"", ""automatic day tanks"", ""economy automatic day tanks"", ""fuel tanks"", ""generator base tanks"", ""meter panels"", ""secondary containment"", ""secondary containment day tanks"", ""slim day tanks""]",,713-466-8679,"[""Not specified""]",2000,,STI-SPFA,2026-06-17 04:58:31,verified,verified,"{""company_name"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""website_url"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""headquarters_location"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""facility_size_sqft"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""primary_business_type"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""contact_email"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""contact_phone"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""year_established"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""certifications_held"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""materials_handled"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""key_personnel"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}}"
739,5050 Old Montgomery Highway,https://www.sheco.com/,"Tuscaloosa, AL",,"[""ASME-certified"", ""STI/SPFA Member""]",Steel Tank / Pipe Fabricator,"[""Alloy Plate"", ""Carbon Steel"", ""Steel""]",,205-345-5335,[],1955,,STI-SPFA,2026-06-17 04:32:26,verified,verified,"{""company_name"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""website_url"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""headquarters_location"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""primary_business_type"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""contact_phone"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""year_established"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""certifications_held"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""materials_handled"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}}"
754,"801 W Front Street Florence, NJ 08518",https://www.dcfab.com/,"Simko Blvd Charleroi, PA",,"[""HEI Member""]",Heat Exchange Manufacturer,"[""Carbon Steel"", ""Stainless Steel""]",,609.499.3000,[],1989,,HEI,2026-06-17 05:14:31,verified,verified,"{""company_name"": {""source"": ""HEI"", ""date"": ""2026-06-17""}, ""website_url"": {""source"": ""HEI"", ""date"": ""2026-06-17""}, ""headquarters_location"": {""source"": ""HEI"", ""date"": ""2026-06-17""}, ""primary_business_type"": {""source"": ""HEI"", ""date"": ""2026-06-17""}, ""contact_phone"": {""source"": ""HEI"", ""date"": ""2026-06-17""}, ""certifications_held"": {""source"": ""HEI"", ""date"": ""2026-06-17""}, ""materials_handled"": {""source"": ""HEI"", ""date"": ""2026-06-17""}}"
760,"7387 West 162nd Street Stilwell, KS 66085",http://www.deaerator.com,"West Channel Road Catoosa, OK",,"[""HEI Member""]",Heat Exchange Manufacturer,"[""Carbon Steel"", ""Stainless Steel""]",,913.338.2111,[],1989,,HEI,2026-06-17 05:14:31,verified,verified,"{""company_name"": {""source"": ""HEI"", ""date"": ""2026-06-17""}, ""website_url"": {""source"": ""HEI"", ""date"": ""2026-06-17""}, ""headquarters_location"": {""source"": ""HEI"", ""date"": ""2026-06-17""}, ""primary_business_type"": {""source"": ""HEI"", ""date"": ""2026-06-17""}, ""contact_phone"": {""source"": ""HEI"", ""date"": ""2026-06-17""}, ""certifications_held"": {""source"": ""HEI"", ""date"": ""2026-06-17""}, ""materials_handled"": {""source"": ""HEI"", ""date"": ""2026-06-17""}}"
784,Douglas | Rulmeca,https://www.douglasmanufacturing.com/pulleys/,"Park Drive Pell City, AL",,"[""CEMA Member""]",Conveyor Equipment Manufacturer,[],,17138045395,[],,,CEMA wp-json,2026-06-17 05:14:24,verified,verified,"{""company_name"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""website_url"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""headquarters_location"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""primary_business_type"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""contact_phone"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""certifications_held"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}}"
970,The Halvorsen Co,https://www.halvorsenusa.com/,"Garfield Heights, OH 44125",,"[""ASME"", ""ASME-certified"", ""ASTM""]",Custom Manufacturer,"[""Alloy"", ""Alloy Plate"", ""Steel""]",,800-423-7080,"[""Project Manager"", ""Purchasing Manager""]",1955,https://www.thomasnet.com/suppliers/northern-ohio/all-cities/asme-code-pressure-vessels-91721100,Thomasnet,2026-06-17 04:51:31,verified,partial,"{""company_name"": {""source"": ""Thomasnet"", ""date"": ""2026-06-17""}, ""website_url"": {""source"": ""Thomasnet"", ""date"": ""2026-06-17""}, ""headquarters_location"": {""source"": ""Thomasnet"", ""date"": ""2026-06-17""}, ""facility_size_sqft"": {""source"": ""Thomasnet"", ""date"": ""2026-06-17""}, ""primary_business_type"": {""source"": ""Thomasnet"", ""date"": ""2026-06-17""}, ""contact_email"": {""source"": ""Thomasnet"", ""date"": ""2026-06-17""}, ""contact_phone"": {""source"": ""Thomasnet"", ""date"": ""2026-06-17""}, ""year_established"": {""source"": ""Thomasnet"", ""date"": ""2026-06-17""}, ""thomasnet_profile_url"": {""source"": ""Thomasnet"", ""date"": ""2026-06-17""}, ""certifications_held"": {""source"": ""Thomasnet"", ""date"": ""2026-06-17""}, ""materials_handled"": {""source"": ""Thomasnet"", ""date"": ""2026-06-17""}, ""key_personnel"": {""source"": ""Thomasnet"", ""date"": ""2026-06-17""}}"
1440,Hemisphere Machinery,,"Granger, IA",,"[""STI/SPFA Member""]",Steel Tank / Pipe Fabricator,"[""Carbon Steel"", ""Steel""]",,515-999-9988,[],,,STI-SPFA,2026-06-17 04:59:28,verified,verified,"{""company_name"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""headquarters_location"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""primary_business_type"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""contact_phone"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""certifications_held"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""materials_handled"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}}"
1447,Rolled Alloys,,"Maumee, OH",,"[""STI/SPFA Member""]",Steel Tank / Pipe Fabricator,"[""Carbon Steel"", ""Steel""]",,800-521-0332,[],,,STI-SPFA,2026-06-17 04:59:28,verified,verified,"{""company_name"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""headquarters_location"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""primary_business_type"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""contact_phone"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""certifications_held"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""materials_handled"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}}"
1449,Rolled Alloys's website,http://www.rolledalloys.com/,,"23,100","[""STI/SPFA Member""]",Steel Tank / Pipe Fabricator,"[""Carbon Steel"", ""Cobalt"", ""Duplex"", ""Duplex Stainless"", ""Nickel"", ""Nickel Alloys"", ""Stainless Steel"", ""Steel"", ""Titanium""]",,321-243-9540,[],1953,,STI-SPFA,2026-06-17 05:04:19,verified,verified,"{""company_name"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""website_url"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""headquarters_location"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""facility_size_sqft"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""primary_business_type"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""contact_email"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""contact_phone"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""year_established"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""certifications_held"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""materials_handled"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}}"
1453,"Janesville, WI 53545-8825",https://www.unitedalloy.com/,"Union, OH",,"[""STI/SPFA Member""]",Steel Tank / Pipe Fabricator,"[""Carbon Steel"", ""Steel""]",,608-758-4717,[],,,STI-SPFA,2026-06-17 05:08:14,verified,verified,"{""company_name"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""website_url"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""headquarters_location"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""primary_business_type"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""contact_phone"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""certifications_held"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""materials_handled"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}}"
1455,"United Alloy, Inc.'s website",https://www.unitedalloy.com/,"Union, OH",,"[""ASQ American Society"", ""BSI ISO QA"", ""C-UL-US LISTED"", ""STI/SPFA Member"", ""WBENC ISO Certifications""]",Steel Tank / Pipe Fabricator,"[""Carbon Steel"", ""Metal"", ""Steel""]",,405-212-2277,[],,,STI-SPFA,2026-06-17 05:10:35,verified,verified,"{""company_name"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""website_url"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""headquarters_location"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""primary_business_type"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""contact_phone"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""certifications_held"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""materials_handled"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}}"
